Id,MSSubClass,LotFrontage,LotArea,Alley,LotShape,Utilities,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,SaleCondition,SalePrice,age_of_prop,yrs_bt_remod/sell,zoning_FV,zoning_RH,zoning_RL,zoning_RM,street_Pave,land_contour_HLS,land_contour_Low,land_contour_Lvl,lot_conf_CulDSac,lot_conf_FR2,lot_conf_FR3,lot_conf_Inside,neigh_Blueste,neigh_BrDale,neigh_BrkSide,neigh_ClearCr,neigh_CollgCr,neigh_Crawfor,neigh_Edwards,neigh_Gilbert,neigh_IDOTRR,neigh_MeadowV,neigh_Mitchel,neigh_NAmes,neigh_NPkVill,neigh_NWAmes,neigh_NoRidge,neigh_NridgHt,neigh_OldTown,neigh_SWISU,neigh_Sawyer,neigh_SawyerW,neigh_Somerst,neigh_StoneBr,neigh_Timber,neigh_Veenker,cond1_Feedr,cond1_Norm,cond1_PosA,cond1_PosN,cond1_RRAe,cond1_RRAn,cond1_RRNe,cond1_RRNn,cond1_Feedr,cond1_Norm,cond1_PosA,cond1_PosN,cond1_RRAe,cond1_RRAn,cond1_RRNn,bldg_type_2fmCon,bldg_type_Duplex,bldg_type_Twnhs,bldg_type_TwnhsE,house_style_1.5Unf,house_style_1Story,house_style_2.5Fin,house_style_2.5Unf,house_style_2Story,house_style_SFoyer,house_style_SLvl,roof_style_Gable,roof_style_Gambrel,roof_style_Hip,roof_style_Mansard,roof_style_Shed,roof_mat_CompShg,roof_mat_Membran,roof_mat_Metal,roof_mat_Roll,roof_mat_Tar&Grv,roof_mat_WdShake,roof_mat_WdShngl,extfirst_AsphShn,extfirst_BrkComm,extfirst_BrkFace,extfirst_CBlock,extfirst_CemntBd,extfirst_HdBoard,extfirst_ImStucc,extfirst_MetalSd,extfirst_Plywood,extfirst_Stone,extfirst_Stucco,extfirst_VinylSd,extfirst_Wd Sdng,extfirst_WdShing,extsecond_AsphShn,extsecond_Brk Cmn,extsecond_BrkFace,extsecond_CBlock,extsecond_CmentBd,extsecond_HdBoard,extsecond_ImStucc,extsecond_MetalSd,extsecond_Other,extsecond_Plywood,extsecond_Stone,extsecond_Stucco,extsecond_VinylSd,extsecond_Wd Sdng,extsecond_Wd Shng,mas_vnr_type_BrkFace,mas_vnr_type_None,mas_vnr_type_Stone,fnd_CBlock,fnd_PConc,fnd_Slab,fnd_Stone,fnd_Wood,heat_GasA,heat_GasW,heat_Grav,heat_OthW,heat_Wall,ctrl_air_Y,gar_type_Attchd,gar_type_Basment,gar_type_BuiltIn,gar_type_CarPort,gar_type_Detchd,gar_type_None,misc_feat_None,misc_feat_Othr,misc_feat_Shed,misc_feat_TenC,sale_type_CWD,sale_type_Con,sale_type_ConLD,sale_type_ConLI,sale_type_ConLw,sale_type_New,sale_type_Oth,sale_type_WD
625,60,80.0,10400,None,3,1,2,6,5,1972,1972,625,2,2,3,3,1,3,247,1,0,485,732,3,4,1012,778,0,1790,1,0,1,2,4,1,TA,8,5,1,3,625,2,2,484,3,3,2,148,0,0,0,147,0,0,0,0,11,2006,Normal,165150,34,34,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
626,20,87.0,10000,None,2,1,2,6,6,1962,1962,626,2,2,3,3,1,1,0,1,0,1116,1116,2,4,1116,0,0,1116,0,0,1,1,3,1,TA,5,7,0,0,626,1,2,440,3,3,2,0,0,0,0,385,0,0,0,0,2,2010,Normal,160000,48,48,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
627,20,76.46236559139786,12342,None,2,1,2,5,5,1960,1978,627,2,2,3,3,1,1,0,1,0,978,978,2,4,1422,0,0,1422,0,0,1,0,3,1,TA,6,6,1,3,627,2,1,286,3,3,2,0,0,36,0,0,0,0,2,600,8,2007,Normal,139900,47,29,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
628,80,80.0,9600,None,3,1,2,6,6,1955,1972,628,2,2,3,3,3,4,674,2,132,350,1156,4,4,1520,0,0,1520,1,0,1,0,3,1,TA,7,7,2,4,628,2,1,364,3,3,2,0,0,189,0,0,0,0,0,0,3,2010,Normal,153000,55,38,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
629,60,70.0,11606,None,2,1,0,5,5,1969,1969,629,2,2,4,3,3,3,650,1,0,390,1040,2,4,1040,1040,0,2080,0,1,1,2,5,1,Fa,9,7,2,3,629,1,2,504,3,3,2,335,0,0,0,0,0,0,0,0,9,2007,Family,135000,38,38,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
630,80,82.0,9020,None,3,1,2,6,5,1964,1964,630,2,2,3,3,4,6,624,3,336,288,1248,2,4,1350,0,0,1350,1,0,1,1,3,1,TA,6,7,0,0,630,2,2,520,3,3,2,176,0,0,0,0,0,0,4,0,6,2008,Normal,168500,44,44,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
631,70,50.0,9000,Grvl,3,1,2,5,6,1880,1991,631,2,2,2,2,1,1,0,1,0,636,636,2,3,1089,661,0,1750,0,0,1,0,3,1,Ex,8,7,0,0,631,1,1,240,2,1,0,0,0,293,0,0,0,0,3,0,6,2006,Abnorml,124000,126,15,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
632,120,34.0,4590,None,3,1,2,8,5,2006,2006,632,3,2,4,4,2,6,24,1,0,1530,1554,4,4,1554,0,0,1554,0,0,2,0,2,1,Gd,6,7,1,4,632,2,2,627,3,3,2,156,73,0,0,0,0,0,0,0,8,2007,Normal,209500,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
633,20,85.0,11900,None,3,1,2,7,5,1977,1977,633,2,3,3,3,1,5,822,1,0,564,1386,2,4,1411,0,0,1411,0,0,2,0,3,1,TA,6,7,1,3,633,3,2,544,3,3,2,192,0,0,0,0,0,0,0,0,4,2009,Family,82500,32,32,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
634,20,80.0,9250,None,3,1,2,5,7,1954,2005,634,2,2,3,3,1,4,480,2,468,108,1056,2,4,1056,0,0,1056,0,1,1,0,3,1,TA,6,7,0,0,634,1,1,260,3,3,2,390,0,0,0,0,0,0,0,0,7,2007,Normal,139400,53,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
635,90,64.0,6979,None,3,1,2,6,5,1980,1980,635,2,2,3,3,1,6,1056,1,0,0,1056,3,4,1056,0,0,1056,2,0,0,0,0,2,TA,4,7,0,0,635,1,2,576,3,3,2,264,56,0,0,0,0,0,4,600,6,2010,Normal,144000,30,30,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
636,190,60.0,10896,Pave,3,1,2,6,7,1914,1995,636,1,2,3,2,1,2,256,1,0,1184,1440,4,3,1440,1440,515,3395,0,0,2,0,8,2,Fa,14,7,0,0,636,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,3,2007,Abnorml,200000,93,12,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
637,30,51.0,6120,None,3,1,2,2,3,1936,1950,637,1,1,3,2,1,1,0,1,0,264,264,1,3,800,0,0,800,0,0,1,0,1,1,Fa,4,3,1,1,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,Normal,60000,73,59,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
638,190,50.0,6000,None,3,1,2,5,4,1954,1954,638,2,2,3,3,1,1,0,1,0,811,811,2,3,811,576,0,1387,0,0,2,0,3,2,Gd,7,7,0,0,638,1,1,256,3,3,2,0,0,0,0,0,0,0,0,0,11,2009,Normal,93000,55,55,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
639,30,67.0,8777,None,3,1,2,5,7,1910,1950,639,2,2,2,3,1,1,0,1,0,796,796,3,3,796,0,0,796,0,0,1,0,2,1,TA,4,7,0,0,639,0,0,0,0,0,1,328,0,164,0,0,0,0,3,0,5,2008,Normal,85000,98,58,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
640,120,53.0,3982,None,3,1,2,8,5,2006,2006,640,3,2,4,4,3,6,1154,1,0,366,1520,4,4,1567,0,0,1567,1,0,2,0,1,1,Ex,7,7,1,4,640,3,3,648,3,3,2,312,0,0,0,0,0,0,0,0,10,2006,Partial,264561,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
641,120,62.0,12677,None,2,1,2,8,5,2003,2004,641,4,2,5,3,4,6,1218,1,0,300,1518,4,4,1518,0,0,1518,0,0,1,1,1,1,Ex,6,7,1,4,641,2,2,588,3,3,2,185,140,0,0,0,0,0,0,0,4,2008,Normal,274000,5,4,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
642,60,64.66666666666667,7050,None,3,1,2,7,5,2001,2001,642,3,2,4,3,1,6,738,1,0,319,1057,4,4,1057,872,0,1929,1,0,2,1,3,1,Gd,7,7,1,3,642,3,2,650,3,3,2,0,235,0,0,0,0,0,0,0,5,2007,Normal,226000,6,6,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
643,80,75.0,13860,None,3,1,2,8,7,1972,1995,643,3,2,4,3,4,6,1410,1,0,542,1952,3,4,2000,704,0,2704,1,0,2,1,4,1,Ex,9,7,3,3,643,3,2,538,3,3,2,269,111,0,0,0,0,0,3,0,7,2009,Normal,345000,37,14,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
644,60,80.0,10793,None,3,1,2,5,5,1969,1969,644,2,2,3,3,1,3,493,4,287,0,780,4,4,780,840,0,1620,0,0,2,1,4,1,TA,7,6,0,0,644,3,2,462,3,3,2,208,0,0,0,0,0,0,2,0,4,2007,Normal,152000,38,38,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
645,20,85.0,9187,None,3,1,2,9,5,2009,2009,645,4,2,5,3,2,6,1121,1,0,645,1766,4,4,1766,0,0,1766,1,0,2,1,2,1,Ex,7,7,1,4,645,3,3,478,3,3,2,195,130,0,0,0,0,0,0,0,10,2009,Partial,370878,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
646,20,76.46236559139786,10530,None,2,1,2,6,5,1971,1971,646,2,2,3,3,1,5,282,2,35,664,981,2,4,981,0,0,981,1,0,1,1,3,1,TA,5,7,0,0,646,1,2,576,3,3,2,0,312,40,0,0,0,0,0,0,3,2007,Normal,143250,36,36,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
647,20,60.0,7200,None,3,1,2,5,5,1950,1950,647,2,2,0,0,0,0,0,0,0,0,0,3,4,1048,0,0,1048,0,0,1,0,3,1,TA,7,6,0,0,647,1,2,420,3,3,2,0,27,0,0,0,0,0,0,0,7,2008,Normal,98300,58,58,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
648,20,85.0,10452,None,2,1,2,6,5,1953,1953,648,2,2,3,3,2,3,500,1,0,594,1094,4,4,1094,0,0,1094,0,0,1,0,3,1,TA,5,7,2,4,648,2,2,495,3,3,2,0,0,0,0,287,0,0,0,0,6,2008,Normal,155000,55,55,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
649,60,70.0,7700,None,3,1,2,6,5,1966,1966,649,2,2,3,3,1,1,0,1,0,756,756,2,4,1051,788,0,1839,0,0,1,1,4,1,TA,7,7,1,3,649,1,2,442,3,3,2,0,124,216,0,0,0,0,0,0,6,2010,Normal,155000,44,44,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
650,180,21.0,1936,None,3,1,2,4,6,1970,1970,650,2,2,4,3,3,4,131,6,499,0,630,3,4,630,0,0,630,1,0,1,0,1,1,TA,3,7,0,0,650,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,12,2007,Normal,84500,37,37,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
651,60,65.0,8125,None,3,1,2,7,6,2007,2007,651,3,2,4,3,1,1,0,1,0,813,813,4,4,822,843,0,1665,0,0,2,1,3,1,Gd,7,7,0,0,651,2,2,562,3,3,2,0,0,0,0,0,0,0,0,0,5,2008,Normal,205950,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
652,70,60.0,9084,None,3,1,2,4,5,1940,1950,652,2,2,3,3,2,1,0,1,0,755,755,2,4,755,755,0,1510,1,0,1,0,4,1,TA,7,7,1,4,652,1,1,296,2,1,1,120,0,0,0,0,0,0,3,0,10,2009,Normal,108000,69,59,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
653,60,70.0,8750,None,3,1,2,7,5,1996,1996,653,3,2,4,3,1,1,0,1,0,880,880,4,4,909,807,0,1716,0,0,2,1,2,1,Gd,7,7,1,3,653,2,2,512,3,3,2,0,120,0,0,0,0,0,0,0,7,2009,Normal,191000,13,13,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
