fnd_PConc,neigh_NridgHt,mas_vnr_type_Stone,neigh_NoRidge,extsecond_VinylSd,extfirst_VinylSd,ctrl_air_Y,zoning_RL,roof_style_Hip,gar_type_BuiltIn,neigh_StoneBr,roof_style_Gable,gar_type_None,zoning_RM,fnd_CBlock,gar_type_Detchd,mas_vnr_type_None,age_of_prop,SalePrice,OverallQual,GrLivArea,ExterQual,GarageArea,TotalBsmtSF,1stFlrSF,BsmtQual,FullBath,GarageFinish,TotRmsAbvGrd,FireplaceQu,YearRemodAdd,HeatingQC,BsmtFinSF1,BsmtExposure,LotFrontage,WoodDeckSF,2ndFlrSF,OpenPorchSF,BsmtFinType1,HalfBath,GarageQual,LotArea,GarageCond,Electrical,PavedDrive,BsmtFullBath,BsmtUnfSF,BsmtCond
1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,15,341000,7,2418,3,983,1311,1325,4,2,2,9,3,1994,4,1173,4,96.0,250,1093,154,6,1,3,10542,3,4,2,1,138,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,37,128500,5,971,2,300,971,971,4,1,1,5,1,1969,2,523,4,69.0,0,0,0,5,1,3,9920,3,4,2,0,448,3
1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,21,275000,8,1742,3,564,1742,1742,4,2,2,5,3,1985,2,1148,4,62.7,114,0,28,6,0,3,6563,3,4,2,1,594,3
1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,6,143000,6,848,3,420,848,848,4,1,2,3,0,2004,4,662,3,71.6825396825397,160,0,0,6,0,3,4426,3,4,2,1,186,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,39,124500,4,864,2,463,864,864,3,1,1,5,0,1970,4,191,1,70.0,0,0,0,5,0,3,8120,3,4,2,0,673,3
1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,54,135000,4,1470,2,548,941,997,3,2,1,7,0,1972,4,0,1,60.0,0,473,0,1,0,3,8172,3,4,2,0,941,3
1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,320000,9,1698,4,768,1698,1698,5,2,3,8,4,2008,4,1234,1,86.0,327,0,64,6,0,3,13286,3,4,2,1,464,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,39,120500,4,864,2,660,864,864,3,1,1,5,0,1970,2,375,1,60.0,96,0,0,5,0,3,6960,3,4,2,0,250,3
0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,21,222000,6,1680,3,540,880,1680,4,2,3,5,4,2007,4,808,1,71.8048780487805,292,0,44,6,0,3,21695,3,4,2,1,72,3
1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,2,194500,7,1232,3,632,1232,1232,4,2,2,6,0,2007,4,724,3,64.0,132,0,0,6,0,3,7314,3,4,2,1,508,3
0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,51,110000,5,1776,2,888,1584,1776,3,2,1,9,0,1958,2,0,1,85.0,0,0,25,1,0,3,11475,3,4,2,1,1584,3
0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,84,103000,4,1208,2,539,780,848,3,1,1,5,0,1950,2,152,1,52.0,0,0,23,4,0,3,6240,3,3,2,0,628,3
1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,15,236500,8,1616,3,608,1595,1616,4,2,2,5,3,1996,4,1180,1,39.0,237,0,152,6,0,3,5389,3,4,2,1,415,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,4,187500,7,1146,3,438,868,1146,5,2,3,6,4,2003,4,786,3,73.0,160,0,22,6,0,3,9590,3,4,2,1,82,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,10,222500,7,2031,3,541,1153,1153,4,2,3,8,3,1999,4,252,3,75.0,192,878,84,5,1,3,11404,3,4,2,0,901,3
0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,48,131400,5,1144,2,264,864,1144,3,1,2,6,3,1983,4,594,1,80.0,165,0,0,4,0,3,10000,3,4,2,1,270,3
1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,39,108000,5,948,2,300,948,948,3,1,1,6,0,1968,2,0,1,74.4375,147,0,0,1,0,3,8978,3,4,2,0,948,3
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,92,163000,7,1768,2,320,880,880,4,1,1,6,3,1970,1,390,2,60.0,0,888,341,3,1,3,10800,3,4,0,0,490,3
0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,56,93500,3,1040,2,400,0,1040,0,2,1,6,0,1950,3,0,0,60.0,0,0,0,0,0,3,8544,3,2,2,0,0,0
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,239900,8,1801,3,800,893,901,4,2,3,8,4,2005,4,0,1,72.0,0,900,116,1,1,3,10463,3,4,2,0,893,3
0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,22,179000,5,1200,2,0,1200,1200,4,3,0,5,0,1988,2,1200,4,60.0,120,0,0,6,0,0,10800,0,4,2,3,0,4
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,5,190000,7,1728,3,572,864,864,4,2,2,7,0,2004,4,0,1,65.0,187,864,56,1,1,3,9313,3,4,2,0,864,3
0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,97,132000,5,1432,2,360,264,768,2,2,1,7,0,2002,4,0,1,60.0,270,664,0,1,0,3,9600,4,4,2,0,264,2
0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,47,142000,6,912,2,288,912,912,3,1,1,5,0,1996,3,832,2,65.0,168,0,0,6,0,3,6768,3,4,2,1,80,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,7,179000,7,1349,2,539,1349,1349,4,2,1,6,0,2001,4,0,1,65.0,120,0,55,1,0,3,8450,3,4,2,0,1349,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,46,175000,5,1464,2,480,520,1464,4,2,2,6,3,1999,4,444,3,70.0,302,0,0,5,0,3,12886,3,4,2,0,76,3
1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,15,180000,8,1337,3,462,1337,1337,4,2,2,5,3,1993,3,733,1,41.0,96,0,0,6,0,3,5395,3,4,2,1,604,3
0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,32,299800,8,2715,4,831,1142,1175,3,3,3,11,3,1996,4,575,1,81.28888888888889,0,1540,204,6,1,3,8963,3,4,2,0,487,4
1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,9,236000,7,2256,3,554,952,980,4,2,3,8,3,2000,4,300,1,79.87755102040815,224,1276,54,6,1,3,8795,3,4,2,0,652,3
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,129,265979,7,2640,3,864,1240,1320,3,1,1,8,4,2003,2,0,1,65.0,181,1320,0,1,1,3,11700,3,4,0,0,1240,2
1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,14,260400,7,1720,3,527,1720,1720,4,2,3,7,3,1996,4,919,1,59.0,240,0,56,6,0,3,10593,3,4,2,1,801,3
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,64,98000,4,1529,2,240,0,1088,0,2,1,9,0,1950,2,0,0,50.0,92,441,0,0,0,3,8405,3,2,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,100,96500,4,1140,2,0,576,792,3,1,0,7,0,2004,3,0,1,55.0,0,348,160,1,0,0,8800,0,4,0,0,576,2
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,4,162000,7,1320,3,400,660,660,4,2,3,6,0,2003,4,0,1,79.87755102040815,0,660,48,1,1,3,7750,3,4,2,0,660,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,9,217000,6,1494,2,576,1479,1494,4,2,2,6,0,1997,4,1200,4,79.0,168,0,27,6,0,3,9236,3,4,2,1,279,3
1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,275500,8,2098,3,878,1030,1038,4,2,2,8,4,2005,3,0,2,80.0,192,1060,52,1,1,3,10240,3,4,2,0,1030,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,40,156000,6,1026,2,440,1026,1026,3,1,2,5,0,2005,3,439,1,61.0,171,0,48,6,0,3,7930,3,4,2,1,115,3
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,10,172500,6,1471,2,440,729,742,4,2,1,6,0,1999,3,381,1,34.0,0,729,24,6,1,3,3230,3,4,2,0,348,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,2,212000,8,1768,3,578,866,866,4,2,2,7,0,2007,4,20,3,68.0,144,902,105,6,1,3,10769,3,4,2,0,846,3
0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,32,158900,6,1386,2,440,672,672,3,2,3,6,3,1978,2,438,2,74.4375,335,714,0,3,1,3,11616,3,4,2,0,234,3
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,9,179400,7,1501,2,440,744,757,4,2,1,6,0,1999,3,549,1,24.0,0,744,0,5,1,3,2280,3,4,2,0,195,3
1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,12,290000,8,2531,3,752,1318,1328,4,2,2,9,3,1995,4,56,3,65.0,222,1203,98,2,1,3,12257,3,4,2,0,1198,3
0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,50,127500,6,864,2,300,864,864,3,1,1,5,0,1959,4,612,1,70.0,0,0,0,3,0,5,9100,5,4,2,0,252,3
1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,85,100000,5,1301,2,440,1145,1301,3,1,1,5,0,1950,2,405,2,60.0,0,0,0,2,0,3,6911,3,4,2,0,740,3
1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,215200,7,1547,2,614,756,764,4,2,1,7,0,2009,4,24,2,72.0,169,783,45,6,1,3,8640,3,4,2,0,732,3
1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,10,337000,8,2365,3,856,1252,1268,4,2,2,8,4,1999,4,1163,2,82.0,0,1097,128,6,1,3,9430,3,4,2,1,89,3
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,11,270000,8,1494,3,481,1494,1494,4,1,3,6,4,1996,4,437,3,30.0,0,0,30,2,1,3,9549,3,4,2,1,0,4
1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,264132,9,1506,3,592,1498,1506,4,2,3,6,4,2008,4,0,1,75.0,0,0,174,1,0,3,14587,3,4,2,0,1498,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,22,196500,7,1714,2,496,980,980,4,2,1,7,3,1988,2,394,1,80.0,228,734,66,6,1,3,10421,3,4,2,0,586,3
0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,68,160000,6,1750,2,423,983,983,4,2,1,7,0,1985,4,660,2,75.0,245,767,0,5,0,3,12508,3,4,2,1,323,3
1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,2,216837,7,1836,3,484,1860,1836,4,2,3,8,4,2005,4,24,1,70.0,120,0,33,6,0,3,9100,3,4,2,0,1836,3
1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,7,538000,8,3279,4,841,1650,1690,4,3,3,12,4,2003,4,1416,4,47.0,503,1589,36,5,1,3,53504,3,4,2,1,234,3
0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,27,134900,5,858,2,576,858,858,4,1,1,5,0,1982,2,685,3,74.4375,120,0,0,6,0,3,7252,3,4,2,1,173,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,55,102000,4,1220,2,396,836,1220,2,1,1,6,0,1951,2,836,1,67.0,0,0,0,2,0,3,8877,3,2,2,0,0,2
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,34,107000,6,1117,2,672,1029,1117,3,1,1,6,3,1976,2,422,3,94.0,144,0,0,5,0,3,7819,3,4,2,1,480,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,49,114500,5,912,2,275,912,912,3,1,2,5,0,1958,4,456,1,70.0,0,0,0,3,0,3,10150,3,3,2,0,456,3
1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,395000,8,1973,3,895,1935,1973,4,2,3,9,4,2006,3,0,3,110.0,315,0,45,1,0,3,14226,3,4,2,0,1935,3
1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,11,162000,6,1204,2,412,1204,1204,5,2,3,5,0,1998,4,866,1,32.0,0,0,247,6,0,3,4500,3,4,2,1,338,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,221500,7,1614,3,865,1614,1614,4,2,2,7,0,2006,4,20,3,86.0,144,0,59,6,0,3,11210,3,4,2,0,1594,3
0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,32,142500,5,894,2,440,864,894,3,1,1,5,2,1974,2,762,1,100.0,241,0,0,5,0,3,13350,3,4,2,1,102,3
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,30,144000,5,2020,2,630,0,2020,0,2,1,10,3,1977,2,0,0,60.0,0,0,0,0,0,3,8400,3,4,2,0,0,0
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,29,135000,6,1004,2,504,975,1004,4,1,1,4,0,1977,2,975,4,78.0,0,0,0,6,0,3,10530,3,4,2,1,0,3
1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,12,176000,7,1253,2,402,1237,1253,4,2,3,6,3,1996,3,0,1,63.0,220,0,21,1,0,3,7875,3,4,2,0,1237,4
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,14,175900,6,1603,3,484,761,810,4,2,2,7,0,1992,4,387,1,65.0,0,793,124,5,1,3,7153,3,4,2,0,374,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,8,187100,7,1430,3,605,1413,1430,4,2,2,6,0,2002,4,0,1,67.0,0,0,33,1,0,3,16285,3,4,2,0,1413,3
1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,31,165500,5,1110,2,602,1097,1110,4,1,3,4,3,1978,4,1097,3,70.08333333333333,303,0,30,6,0,3,9101,3,4,2,1,0,3
0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,94,128000,6,1484,2,0,742,742,3,2,0,9,4,2001,4,0,1,35.0,0,742,291,1,0,0,6300,0,4,2,0,742,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,42,161500,6,1342,2,457,1372,1342,3,2,1,7,4,1967,2,251,1,81.28888888888889,0,0,0,3,0,3,9790,3,4,2,0,491,3
1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,95,139000,5,1652,2,416,686,966,2,2,1,7,0,1950,2,686,1,60.0,0,686,0,2,0,3,10800,3,4,2,1,0,3
1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,6,233000,7,2084,3,618,956,956,4,2,2,8,0,2004,4,656,1,76.0,0,1128,45,6,1,3,10142,3,4,2,1,300,3
0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,54,107900,4,901,2,281,901,901,3,1,1,4,0,2000,4,0,1,50.0,0,0,0,1,0,2,6000,3,4,2,0,901,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,41,187500,6,2087,2,444,832,976,3,2,3,9,0,2007,3,568,4,83.46153846153847,133,1111,168,2,1,3,12205,3,4,2,0,264,2
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,4,160200,7,1145,3,397,1145,1145,4,2,3,5,4,2006,4,16,1,43.0,100,0,16,6,0,3,3182,3,4,2,0,1129,3
1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,31,146800,6,1062,2,539,1029,1062,4,1,2,5,3,1976,2,539,3,70.08333333333333,120,0,0,5,0,3,11333,3,4,2,1,490,3
1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,11,269790,7,2013,3,455,1117,1127,4,2,1,8,3,1997,4,862,3,92.0,180,886,130,6,1,3,9920,3,4,2,1,255,3
1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,225000,8,1496,3,474,1496,1496,4,2,3,7,0,2007,4,0,3,76.0,168,0,130,1,0,3,9158,3,4,2,0,1496,3
1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,14,194500,7,1895,3,409,712,1086,4,2,3,7,3,1996,4,0,1,79.87755102040815,143,809,46,1,1,3,10832,3,4,2,0,712,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,30,171000,6,1564,2,476,650,888,4,2,1,7,3,1981,2,0,1,70.0,0,676,50,1,1,3,8400,3,4,2,0,650,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,30,143500,6,1285,2,528,660,1285,3,1,2,7,3,1977,4,0,1,71.0,138,0,0,1,1,3,8197,3,4,2,0,660,3
0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,55,110000,5,773,2,240,773,773,3,1,1,4,0,1953,3,570,1,57.0,0,0,0,4,0,3,7677,3,4,2,0,203,3
1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,485000,9,3140,4,820,1926,1966,5,3,3,11,4,2009,4,0,1,104.0,144,1174,78,1,1,3,13518,3,4,2,0,1926,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,70,175000,5,1768,2,240,731,981,4,1,1,7,3,1950,4,569,1,60.0,0,787,0,5,1,3,7200,3,4,2,1,162,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,11,200000,6,1688,2,603,616,616,4,2,2,8,0,1997,3,462,4,79.0,403,1072,114,6,1,3,12798,3,4,2,1,154,3
0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,91,109900,4,1196,2,440,1196,1196,3,1,1,5,0,1990,4,197,1,40.0,0,0,0,2,0,3,4800,3,3,2,1,999,3
1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,3,189000,7,1456,3,410,728,728,4,2,3,7,4,2005,4,648,3,63.0,36,728,18,6,1,3,8199,3,4,2,1,80,3
1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,582933,9,2822,4,1020,1734,1734,5,3,2,12,4,2009,4,0,4,107.0,52,1088,170,1,1,3,13891,3,4,2,0,1734,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,52,118000,5,1128,2,286,936,1128,3,1,1,5,0,1954,2,812,1,75.0,0,0,0,2,0,3,9000,3,4,2,0,124,3
1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,227680,7,1428,3,554,1417,1428,4,2,2,6,0,2008,4,0,1,91.0,0,0,60,1,0,3,12274,3,4,2,0,1417,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,39,135500,5,980,2,384,980,980,3,2,3,6,0,1967,3,400,3,75.0,68,0,0,5,0,3,9750,3,4,2,0,100,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,86,223500,5,1576,2,528,1324,1072,3,1,2,6,3,2004,4,1309,4,144.0,0,504,312,6,1,3,21384,3,4,2,2,15,3
0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,40,159950,5,1086,2,484,1024,1086,3,1,2,6,4,1966,2,516,3,85.0,0,0,0,5,0,3,13400,3,4,2,1,380,3
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,111,106000,5,2138,2,360,849,1075,3,2,1,11,0,1965,2,0,1,90.0,40,1063,156,1,0,2,8100,1,3,0,0,849,3
0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,32,181000,6,1309,2,484,1040,1309,3,1,2,5,2,1999,1,663,1,78.0,265,0,0,5,1,3,10140,3,4,2,1,0,3
1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,4,144500,6,848,3,420,848,848,4,1,3,4,4,2004,4,662,4,71.6825396825397,140,0,0,6,0,3,4438,3,4,2,1,186,3
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,58,55993,5,1044,1,504,540,1044,3,1,1,4,0,1952,2,0,3,66.0,0,0,0,1,0,3,8712,3,3,0,0,540,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,49,157900,6,1442,2,301,1442,1442,3,1,2,7,0,1958,3,608,1,75.0,0,0,0,3,1,3,9750,3,4,2,0,834,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,88,116000,5,1250,2,280,686,686,3,1,1,7,0,1950,3,0,1,45.0,207,564,0,1,1,3,8248,3,4,1,0,686,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,12,224900,7,1661,2,598,1649,1661,4,2,2,6,0,1998,4,0,1,48.0,0,0,34,1,0,3,12137,3,4,2,0,1649,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,52,137000,5,1008,2,275,1008,1008,3,1,2,4,4,1954,3,486,1,76.46236559139786,0,0,0,4,0,3,11425,3,4,2,0,522,3
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,6,271000,8,1689,3,857,1568,1689,4,2,2,7,4,2002,4,1218,1,70.08333333333333,150,0,59,6,0,3,13265,3,4,2,1,350,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,39,155000,6,1052,2,440,1010,1052,3,1,1,6,0,1971,3,504,3,80.0,0,0,0,6,0,3,8816,3,4,2,1,506,3
1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,224000,7,1358,3,484,1358,1358,4,2,2,6,4,2010,4,733,2,44.0,192,0,35,6,0,3,6371,3,4,2,1,625,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,5,183000,7,1640,3,595,798,798,4,2,2,6,0,2003,4,0,1,72.0,0,842,45,1,1,3,7226,3,4,2,0,798,3
0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,56,93000,4,936,1,576,936,936,2,1,1,4,0,1953,2,0,1,60.0,0,0,32,1,0,3,6000,3,4,2,0,936,3
1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,4,225000,7,1733,3,433,847,847,4,2,3,7,4,2003,4,0,4,79.87755102040815,100,886,48,1,1,3,12394,3,4,2,0,847,3
0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,69,139500,6,1489,2,240,778,944,3,2,1,7,4,1950,2,0,1,60.0,335,545,0,1,0,3,9900,3,4,2,0,778,3
1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,232600,8,1489,3,776,1489,1489,4,2,2,7,4,2006,4,0,1,81.0,0,0,140,1,0,3,11216,3,4,2,0,1489,4
1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,385000,10,2084,4,1220,2078,2084,5,2,3,7,4,2008,4,1636,3,114.0,188,0,45,6,0,3,14803,3,4,2,1,442,3
0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,84,109500,5,784,2,0,784,784,3,1,0,5,0,1950,3,784,1,50.0,0,0,0,5,0,0,6130,0,4,2,1,0,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,8,189000,7,1434,3,527,1454,1434,4,2,2,6,3,2001,4,20,1,65.0,290,0,39,6,0,3,8529,3,4,2,0,1434,3
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,42,185000,5,2126,2,538,1013,1160,3,2,3,7,0,1967,2,249,4,83.46153846153847,486,966,0,2,1,3,28698,3,4,2,0,0,4
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,147400,7,1223,3,480,600,520,4,2,2,4,0,2005,4,0,1,24.0,0,623,166,1,1,3,2544,3,4,2,0,600,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,51,166000,6,1392,2,458,1392,1392,3,1,2,6,4,1957,2,1040,1,80.0,0,0,0,3,1,3,11900,3,3,2,1,352,3
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,151000,7,1200,2,480,600,520,4,2,2,4,0,2005,4,0,1,30.0,0,600,166,1,1,3,3180,3,4,2,0,600,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,7,237000,7,1829,3,613,941,941,4,2,2,7,3,2003,4,483,1,44.0,192,888,39,6,1,3,9548,3,4,2,1,458,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,45,167000,6,1516,2,472,1516,1516,3,1,2,6,0,1964,2,196,1,100.0,0,0,0,3,1,3,10004,3,4,2,0,975,3
0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,47,139950,5,1144,2,456,1144,1144,3,1,1,6,0,1961,3,572,1,75.0,0,0,0,3,0,3,7875,3,4,2,1,572,3
0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,60,128000,4,1067,2,436,1067,1067,4,2,1,4,0,1995,2,442,1,60.0,290,0,0,4,0,3,9600,3,4,2,0,625,3
0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,59,153500,5,1559,2,812,1559,1559,3,1,1,5,0,1973,3,338,1,90.0,0,0,116,3,0,3,8100,3,4,2,1,1221,3
0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,35,100000,6,987,2,264,483,483,3,1,1,5,0,1973,2,330,1,21.0,0,504,0,4,1,3,1680,3,4,2,1,153,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,13,144000,5,1099,2,352,1099,1099,4,1,1,6,0,2006,4,0,1,75.0,278,0,0,1,1,3,9525,3,4,2,0,1099,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,62,130500,5,1200,2,240,768,768,3,1,1,6,0,1995,4,352,1,70.0,0,432,0,4,0,3,11767,3,4,2,0,416,3
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,83,140000,6,1482,2,400,672,810,3,2,1,7,0,1950,2,156,1,58.91304347826087,0,672,0,4,0,3,12155,3,4,1,0,516,3
1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,104,157500,5,1539,2,686,650,958,3,2,1,8,1,2002,3,0,1,60.0,70,581,78,1,0,4,10440,3,4,1,0,650,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,42,174900,6,1165,2,490,1127,1165,3,1,2,6,0,1966,2,312,4,82.0,0,0,129,3,1,4,9020,4,4,2,1,276,3
0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,46,141000,5,1800,2,0,1800,1800,3,2,0,10,0,1961,4,0,1,80.0,0,0,0,1,0,0,8000,0,4,2,0,1800,3
0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,93,153900,5,1416,2,720,876,876,3,1,1,7,4,1950,3,0,2,100.0,418,540,0,1,1,3,12665,3,4,2,0,876,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,32,171000,5,1701,2,611,1390,1701,4,2,3,6,3,1981,2,1390,4,74.4375,0,0,0,5,0,3,16647,3,4,2,1,0,3
1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,16,213000,7,1775,3,425,740,1006,4,2,1,7,3,1993,4,513,1,75.0,234,769,72,5,1,3,9317,3,4,2,1,227,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,37,133500,5,864,2,338,864,864,3,1,1,5,2,1972,4,460,3,36.0,0,0,0,4,0,3,15523,3,4,2,1,404,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,100,240000,6,2358,2,360,907,1307,3,3,1,10,4,1997,2,0,1,75.0,486,1051,40,1,0,2,45600,3,4,2,0,907,3
